Bg0-T0USLrIJ|The_internet_of_things_for_health_care_a_comprehensive_survey|The internet of things for health care: a comprehensive survey|http://ieeexplore.ieee.org/abstract/document/7113786/|http://ieeexplore.ieee.org/iel7/6287639/7042252/07113786.pdf|295
lMfWcZZYTugJ|Health_care_applications_a_solution_based_on_the_internet_of_things|Health care applications: a solution based on the internet of things|https://dl.acm.org/citation.cfm?id=2093829|http://people.cs.pitt.edu/~chang/231/y14/internetThingsHealthcare.pdf|127
knn5qBKi084J|Cloud_assisted_industrial_internet_of_things_iiot_enabled_framework_for_health_monitoring|Cloud-assisted industrial internet of things (iiot)–enabled framework for health monitoring|https://www.sciencedirect.com/science/article/pii/S1389128616300019|http://tarjomefa.com/wp-content/uploads/2016/09/4917-english.pdf|101
0ejqwTKTylcJ|Remote_monitoring_information_system_and_its_applications_based_on_the_Internet_of_Things|Remote monitoring information system and its applications based on the Internet of Things|http://ieeexplore.ieee.org/abstract/document/5405813/||45
UfT2p59kFTsJ|On_the_application_of_the_internet_of_things_in_the_field_of_medical_and_health_care|On the application of the internet of things in the field of medical and health care|http://ieeexplore.ieee.org/abstract/document/6682394/||39
n650cHDclqMJ|Bridging_e_health_and_the_internet_of_things_The_sphere_project|Bridging e-health and the internet of things: The sphere project|http://ieeexplore.ieee.org/abstract/document/7156004/|https://research-information.bristol.ac.uk/files/85196516/Niall_Twomey_Bridging_eHealth_and_the_Internet_of_Things_the_SPHERE_Project.pdf|57
6gMpTKRvZ7gJ|Adopting_the_internet_of_things_technologies_in_health_care_systems|Adopting the internet of things technologies in health care systems|http://ieeexplore.ieee.org/abstract/document/6969965/|https://www.researchgate.net/profile/Oana_Geman/publication/267153051_Adopting_the_Internet_of_Things_Technologies_in_Health_Care_Systems/links/56fa3afd08ae95e8b6d40f15/Adopting-the-Internet-of-Things-Technologies-in-Health-Care-Systems.pdf|35
xmuNo21NM0AJ|Big_data_on_the_internet_of_things_An_example_for_the_e_health|Big data on the internet of things: An example for the e-health|http://ieeexplore.ieee.org/abstract/document/6296973/||33
R2nyhMKpjnwJ|Regulating_the_internet_of_things_First_steps_toward_managing_discrimination_privacy_security_and_consent|Regulating the internet of things: First steps toward managing discrimination, privacy, security and consent|http://heinonline.org/hol-cgi-bin/get_pdf.cgi?handle=hein.journals/tlr93&section=5|http://scholar.law.colorado.edu/cgi/viewcontent.cgi?article=1086&context=articles|158
VcOE3ZRN13QJ|Wearables_and_the_internet_of_things_for_health_Wearable_interconnected_devices_promise_more_efficient_and_comprehensive_health_care|Wearables and the internet of things for health: Wearable, interconnected devices promise more efficient and comprehensive health care|http://ieeexplore.ieee.org/abstract/document/7579253/||14
