d2oIL4TzJpQJ|Energy_efficient_dynamic_packet_downloading_for_medical_IoT_platforms|Energy-efficient dynamic packet downloading for medical IoT platforms|http://ieeexplore.ieee.org/abstract/document/7109892/||16
6DCU9N3vfskJ|A_multiple_communication_standards_compatible_IoT_system_for_medical_usage|A multiple communication standards compatible IoT system for medical usage|http://ieeexplore.ieee.org/abstract/document/6577775/||6
EuelhdE-rFIJ|Real_Time_Internet_Application_with_distributed_flow_environment_for_medical_IoT|Real Time Internet Application with distributed flow environment for medical IoT|http://ieeexplore.ieee.org/abstract/document/7380578/||6
k1K0Axy7FdoJ|SemanMedical_a_kind_of_semantic_medical_monitoring_system_model_based_on_the_IoT_sensors|SemanMedical: a kind of semantic medical monitoring system model based on the IoT sensors|http://ieeexplore.ieee.org/abstract/document/6379414/||15
hfbbvgbwuxMJ|A_conceptual_framework_for_trajectory_based_medical_analytics_with_IoT_contexts|A conceptual framework for trajectory-based medical analytics with IoT contexts|https://www.sciencedirect.com/science/article/pii/S002200001500135X|http://www.anmat.gov.ar/boletin_anmat/mayo_2016/Dispo_5856-16.pdf|12
RA7btMzXcYAJ|Multi_hop_wban_construction_for_healthcare_iot_systems|Multi-hop wban construction for healthcare iot systems|http://ieeexplore.ieee.org/abstract/document/7079625/||4
m5jLoqON66MJ|Performance_evaluation_of_IoT_protocols_under_a_constrained_wireless_access_network|Performance evaluation of IoT protocols under a constrained wireless access network|http://ieeexplore.ieee.org/abstract/document/7496622/|http://cgweb1.northumbria.ac.uk/SubjectAreaResources/KF7046/papers/review/iot/ck16.pdf|15
KrCIKrVg54IJ|Internet_of_things_and_big_data_technologies_for_next_generation_healthcare|Internet of things and big data technologies for next generation healthcare|https://link.springer.com/content/pdf/10.1007/978-3-319-49736-5.pdf||17
fVDBL9ip424J|Smart_Hospital_based_on_Internet_of_Things|Smart Hospital based on Internet of Things.|https://pdfs.semanticscholar.org/d46c/893f871f852d503cd9f88336956487df7b13.pdf#page=157|https://pdfs.semanticscholar.org/d46c/893f871f852d503cd9f88336956487df7b13.pdf#page=157|32
Dn3Lf_u64FwJ|Rapid_evidence_based_development_of_mobile_medical_iot_apps|Rapid evidence-based development of mobile medical iot apps|http://ieeexplore.ieee.org/abstract/document/7457157/||2
G5wD1ABmmS8J|Enabling_IoT_interoperability_through_opportunistic_smartphone_based_mobile_gateways|Enabling IoT interoperability through opportunistic smartphone-based mobile gateways|https://www.sciencedirect.com/science/article/pii/S1084804516302405|https://www.researchgate.net/profile/Raffaele_Gravina/publication/309322854_Enabling_IoT_interoperability_through_opportunistic_smartphone-based_mobile_gateways/links/58107f5908aee15d491458ef/Enabling-IoT-interoperability-through-opportunistic-smartphone-based-mobile-gateways.pdf|29
wAEeM9a7Lh4J|Home_telehealth_by_internet_of_things_IoT|Home telehealth by internet of things (IoT)|http://ieeexplore.ieee.org/abstract/document/7129344/|https://www.researchgate.net/profile/J_Karam/publication/283094561_Home_telehealth_by_Internet_of_Things_IoT/links/569a924008ae748dfb0a24fd/Home-telehealth-by-Internet-of-Things-IoT.pdf|11
ib93C2WnQLkJ|Design_requirements_for_IoT_healthcare_model_using_an_open_IoT_platform|Design requirements for IoT healthcare model using an open IoT platform|http://onlinepresent.org/proceedings/vol66_2014/17.pdf|http://onlinepresent.org/proceedings/vol66_2014/17.pdf|6
snya2WKi3DsJ|Dynamic_Data_Binding_Protocol_between_IoT_Medical_Device_and_IoT_Medical_Service_for_Mobile_Healthcare|Dynamic Data Binding Protocol between IoT Medical Device and IoT Medical Service for Mobile Healthcare|https://pdfs.semanticscholar.org/4312/1c4ea77739c32935005ba8acc94e5c5daa17.pdf|https://pdfs.semanticscholar.org/4312/1c4ea77739c32935005ba8acc94e5c5daa17.pdf|5
FQWbpWq6EDkJ|Wearable_devices_in_medical_internet_of_things_scientific_research_and_commercially_available_devices|Wearable devices in medical internet of things: scientific research and commercially available devices|https://synapse.koreamed.org/search.php?where=aview&id=10.4258/hir.2017.23.1.4&code=1088HIR&vmode=FULL|https://synapse.koreamed.org/search.php?where=aview&id=10.4258/hir.2017.23.1.4&code=1088HIR&vmode=FULL|13
cXhjSI4jqhoJ|An_IoT_framework_for_healthcare_monitoring_systems|An IoT framework for healthcare monitoring systems|http://www.academia.edu/download/46607257/62_Paper_29021638_IJCSIS_Camera_Ready_Paper_pp._451-455.pdf|http://www.academia.edu/download/46607257/62_Paper_29021638_IJCSIS_Camera_Ready_Paper_pp._451-455.pdf|8
Le_IjCijO94J|Up_Close_and_Personal_Cybersecurity_in_Medical_IoT_Devices|Up Close and Personal: Cybersecurity in Medical IoT Devices|https://re.public.polimi.it/handle/11311/1007239|https://re.public.polimi.it/bitstream/11311/1007239/1/embc-zanero.pdf|1
bgFcUsmtdBkJ|Mobile_physiological_measurement_platform_with_cloud_and_analysis_functions_implemented_via_IPSO|Mobile physiological measurement platform with cloud and analysis functions implemented via IPSO|http://ieeexplore.ieee.org/abstract/document/6588926/||16
f-TOAWOwEtwJ|Internet_of_things_iot_enabled_smart_autonomous_hospital_management_system_a_real_world_health_care_use_case_with_the_technology_drivers|Internet of things (iot) enabled smart autonomous hospital management system-a real world health care use case with the technology drivers|http://ieeexplore.ieee.org/abstract/document/7435678/||5
eozjVhkH6xUJ|Development_of_physiological_parameters_gateway_for_medical_IOT_ward|Development of physiological parameters gateway for medical IOT ward|https://benthamopen.com/contents/pdf/TOAUTOCJ/TOAUTOCJ-7-1667.pdf|https://benthamopen.com/contents/pdf/TOAUTOCJ/TOAUTOCJ-7-1667.pdf|1
SizDH_4Vxq0J|Shared_node_IoT_network_architecture_with_ubiquitous_homomorphic_encryption_for_healthcare_monitoring|Shared–node IoT network architecture with ubiquitous homomorphic encryption for healthcare monitoring|https://www.inderscienceonline.com/doi/abs/10.1504/IJES.2015.066141||7
AhL5CAeY13UJ|Dynamic_service_switching_for_the_medical_iot|Dynamic service switching for the medical iot|http://ieeexplore.ieee.org/abstract/document/7794845/|https://mediatum.ub.tum.de/doc/1343080/file.pdf|1
-LUnws8JbYsJ|Forecasting_of_biosensor_technologies_for_emerging_point_of_care_and_medical_IoT_applications_using_bibliometrics_and_patent_analysis|Forecasting of biosensor technologies for emerging point of care and medical IoT applications using bibliometrics and patent analysis|http://ieeexplore.ieee.org/abstract/document/7806585/||1
vC96DE8J8HYJ|Cybersecurity_From_months_to_milliseconds|Cybersecurity: From months to milliseconds|http://ieeexplore.ieee.org/abstract/document/7030229/|https://secwww.jhuapl.edu/iacd/Resources/Reference_Materials/07030229_Cybersecurity_From_Months_to_Milliseconds_2015-2.pdf|13
9fpJTNDai0UJ|A_survey_on_IoT_applications_security_challenges_and_counter_measures|A survey on IoT applications, security challenges and counter measures|http://ieeexplore.ieee.org/abstract/document/7914983/||3
yYjdKmCeLdUJ|A_personal_health_index_system_with_IoT_devices|A personal health index system with IoT devices|http://ieeexplore.ieee.org/abstract/document/7787072/||1
1Af4y0JE7WgJ|Distributed_device_health_platform_using_Internet_of_Things_devices|Distributed device health platform using Internet of Things devices|http://ieeexplore.ieee.org/abstract/document/7396553/||4
Mop4YIT39GgJ|Security_Without_IoT_Mandatory_Backdoors_Using_Distributed_Encrypted_Public_Recording_to_Catch_Prosecute_Suspects|Security Without IoT Mandatory Backdoors: Using Distributed Encrypted Public Recording to Catch & Prosecute Suspects|https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2795682||3
hLn3xagidfsJ|IoT_gateway_implementation_proposal_based_on_Arduino_board|IoT gateway-implementation proposal based on Arduino board|http://ieeexplore.ieee.org/abstract/document/7733369/|https://annals-csis.org/Volume_8/pliks/283.pdf|3
UmC_NjI4qJUJ|Architecture_and_plan_of_smart_hospital_based_on_Internet_of_Things_IOT|Architecture and plan of smart hospital based on Internet of Things (IOT)|https://irjet.net/archives/V4/i4/IRJET-V4I4411.pdf|https://irjet.net/archives/V4/i4/IRJET-V4I4411.pdf|2
Jjgpu-kJAegJ|An_application_driven_modular_IoT_architecture|An application-driven modular IoT architecture|https://www.hindawi.com/journals/wcmc/2017/1350929/abs/|http://downloads.hindawi.com/journals/wcmc/2017/1350929.pdf|4
bGzxq61OxO4J|High_performance_multi_operand_adder_for_medical_images|High performance multi-operand adder for medical images|http://www.tandfonline.com/doi/abs/10.1080/10798587.2016.1231475||1
B_q0_TpUGnUJ|Cyber_physical_systems|Cyber-physical systems|http://ieeexplore.ieee.org/abstract/document/7912263/|http://ieeexplore.ieee.org/iel7/2/7912159/07912263.pdf|4
X9pW5IpZMwgJ|Analysis_of_the_FM_radio_spectrum_for_Internet_of_Things_opportunistic_access_via_cognitive_radio|Analysis of the FM radio spectrum for Internet of Things opportunistic access via cognitive radio|http://ieeexplore.ieee.org/abstract/document/7389046/||4
Ws06rxkHi40J|Fog_Computing_in_Medical_Internet_of_Things_Architecture_Implementation_and_Applications|Fog Computing in Medical Internet-of-Things: Architecture, Implementation, and Applications|https://link.springer.com/chapter/10.1007/978-3-319-58280-1_11|https://arxiv.org/pdf/1706.08012|3
sWHYW0omTnUJ|Entropy_extraction_from_bio_signals_in_healthcare_IoT|Entropy extraction from bio-signals in healthcare IoT|https://dl.acm.org/citation.cfm?id=2732213||2
IQatPMKIriwJ|Query_customization_and_trigger_optimization_on_home_care_systems|Query customization and trigger optimization on home care systems|http://ieeexplore.ieee.org/abstract/document/7988514/||1
uXjYQ7pqa8UJ|User_preference_for_an_IoT_healthcare_application_for_lifestyle_disease_management|User preference for an IoT healthcare application for lifestyle disease management|https://www.sciencedirect.com/science/article/pii/S030859611730109X||2
vLrj3CBwvgkJ|Wearable_IoT_data_stream_traceability_in_a_distributed_health_information_system|Wearable IoT data stream traceability in a distributed health information system|https://www.sciencedirect.com/science/article/pii/S1574119217303279||3
x_VyvHIkKuEJ|Islets_Protect_Sensitive_IoT_Information_Verifiably_Ending_Use_of_Sensitive_IoT_Information_for_Foreign_Mass_Surveillance_and_Thereby_Fostering_International|Islets Protect Sensitive IoT Information: Verifiably Ending Use of Sensitive IoT Information for (Foreign) Mass Surveillance and Thereby Fostering (International) …|https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2836282||2
fZ8M5qnzwYUJ|A_trust_based_distributed_intrusion_detection_mechanism_for_Internet_of_Things|A trust based distributed intrusion detection mechanism for Internet of Things|http://ieeexplore.ieee.org/abstract/document/7921038/|http://people.item.ntnu.no/~herrmann/pub/AINA2017Khan.pdf|3
NoWpbULES-AJ|How_an_IoT_enabled_smart_refrigerator_can_play_a_clandestine_role_in_perpetuating_cyber_crime|How an IoT-enabled “smart refrigerator” can play a clandestine role in perpetuating cyber-crime|http://ieeexplore.ieee.org/document/8102362/||2
-hs5TvzuoeoJ|Standards_for_the_Internet_of_Things_a_case_study_in_disaster_response|Standards for the Internet of Things: a case study in disaster response|http://ieeexplore.ieee.org/abstract/document/7469984/|http://ieeexplore.ieee.org/iel7/2/7469979/07469984.pdf|2
q4Jr9WeH89YJ|Wireless_communication_of_real_time_ultrasound_data_and_control|Wireless communication of real-time ultrasound data and control|https://www.spiedigitallibrary.org/conference-proceedings-of-spie/9419/94190M/Wireless-communication-of-real-time-ultrasound-data-and-control/10.1117/12.2082310.short|http://www.academia.edu/download/43137982/SPIE2015-rjjt.pdf|2
m5FXvkh_z8IJ|IoT_Protocol_Model_on_Healthcare_Monitoring|IoT Protocol Model on Healthcare Monitoring|https://link.springer.com/chapter/10.1007/978-981-10-4086-3_49||1
vq-n3WCbtoMJ|Using_a_Medical_Intranet_of_Things_System_to_Prevent_Bed_Falls_in_an_Acute_Care_Hospital_A_Pilot_Study|Using a Medical Intranet of Things System to Prevent Bed Falls in an Acute Care Hospital: A Pilot Study|https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5438463/|https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5438463/|1
U9eXlm_0woIJ|Fog_Computing_and_Edge_Computing_Architectures_for_Processing_Data_From_Diabetes_Devices_Connected_to_the_Medical_Internet_of_Things|Fog Computing and Edge Computing Architectures for Processing Data From Diabetes Devices Connected to the Medical Internet of Things|http://journals.sagepub.com/doi/abs/10.1177/1932296817717007|http://journals.sagepub.com/doi/full/10.1177/1932296817717007|1
ilAEGCbE_YAJ|Cloud_centric_IoT_based_student_healthcare_monitoring_framework|Cloud-centric IoT based student healthcare monitoring framework|https://link.springer.com/article/10.1007/s12652-017-0520-6||1
_56OZw_n31wJ|Extracting_knowledge_from_technological_research_papers_in_application_of_IoT|Extracting knowledge from technological research papers in application of IoT|http://ieeexplore.ieee.org/abstract/document/7806780/||1
Nff9-s9_HRUJ|Security_Without_IoT_Mandatory_Backdoors|Security Without IoT Mandatory Backdoors|https://hal.archives-ouvertes.fr/hal-01152495/|https://hal.archives-ouvertes.fr/hal-01152495/document|1
fSyDDVRVAk8J|Security_Context_Framework_for_Distributed_Healthcare_IoT_Platform|Security Context Framework for Distributed Healthcare IoT Platform|https://link.springer.com/chapter/10.1007/978-3-319-51234-1_11|https://www.researchgate.net/profile/Akkarit_Sangpetch/publication/312569755_Security_Context_Framework_for_Distributed_Healthcare_IoT_Platform/links/59de4e64458515376b29d69f/Security-Context-Framework-for-Distributed-Healthcare-IoT-Platform.pdf|1
