Bg0-T0USLrIJ|The_internet_of_things_for_health_care_a_comprehensive_survey|The internet of things for health care: a comprehensive survey|http://ieeexplore.ieee.org/abstract/document/7113786/|http://ieeexplore.ieee.org/iel7/6287639/7042252/07113786.pdf|301
7prjf0Yy-70J|Health_monitoring_and_management_using_Internet_of_Things_IoT_sensing_with_cloud_based_processing_Opportunities_and_challenges|Health monitoring and management using Internet-of-Things (IoT) sensing with cloud-based processing: Opportunities and challenges|http://ieeexplore.ieee.org/abstract/document/7207365/|http://www.tolgasoyata.com/file/hassanalieragh.scc15.pdf|134
6gMpTKRvZ7gJ|Adopting_the_internet_of_things_technologies_in_health_care_systems|Adopting the internet of things technologies in health care systems|http://ieeexplore.ieee.org/abstract/document/6969965/|https://www.researchgate.net/profile/Oana_Geman/publication/267153051_Adopting_the_Internet_of_Things_Technologies_in_Health_Care_Systems/links/56fa3afd08ae95e8b6d40f15/Adopting-the-Internet-of-Things-Technologies-in-Health-Care-Systems.pdf|35
uL-LRPBN5dUJ|Fog_computing_in_healthcare_internet_of_things_A_case_study_on_ecg_feature_extraction|Fog computing in healthcare internet of things: A case study on ecg feature extraction|http://ieeexplore.ieee.org/abstract/document/7363093/|https://www.researchgate.net/profile/Mingzhe_Jiang/publication/281176022_Fog_Computing_in_Healthcare_Internet-of-Things_A_Case_Study_on_ECG_Feature_Extraction/links/55eeeea008aedecb68fd820c/Fog-Computing-in-Healthcare-Internet-of-Things-A-Case-Study-on-ECG-Feature-Extraction.pdf|46
_aEqwrTxGiUJ|Opportunities_and_challenges_of_the_Internet_of_Things_for_healthcare_Systems_engineering_perspective|Opportunities and challenges of the Internet of Things for healthcare: Systems engineering perspective|http://ieeexplore.ieee.org/abstract/document/7015961/||33
PHWTRUHhzLgJ|An_emerging_era_in_the_management_of_Parkinson_s_disease_wearable_technologies_and_the_internet_of_things|An emerging era in the management of Parkinson's disease: wearable technologies and the internet of things|http://ieeexplore.ieee.org/abstract/document/7169494/|https://www.researchgate.net/profile/Bjoern_Eskofier/publication/280691221_An_Emerging_Era_in_the_Management_of_Parkinson%27s_Disease_Wearable_Technologies_and_the_Internet_of_Things/links/56ce21e908aeb52500c36b2b/An-Emerging-Era-in-the-Management-of-Parkinsons-Disease-Wearable-Technologies-and-the-Internet-of-Things.pdf|44
EAW3qpPop6EJ|Internet_of_Things_Remote_patient_monitoring_using_web_services_and_cloud_computing|Internet of Things: Remote patient monitoring using web services and cloud computing|http://ieeexplore.ieee.org/abstract/document/7059670/|https://www.researchgate.net/profile/Chung-Horng_Lung/publication/263464098_Internet_of_Things_Remote_Patient_Monitoring_Using_Web_Services_and_Cloud_Computing/links/59fa302fa6fdcc9a16262afc/Internet-of-Things-Remote-Patient-Monitoring-Using-Web-Services-and-Cloud-Computing.pdf|34
eJ3UqShQ0RkJ|eHealth_solutions_in_the_context_of_Internet_of_Things|eHealth solutions in the context of Internet of Things|http://ieeexplore.ieee.org/abstract/document/6857876/|https://www.researchgate.net/profile/Gheorghe_Sebestyen/publication/266140655_eHealth_solutions_in_the_context_of_Internet_of_Things/links/55adeefb08aed614b097d1cd/eHealth-solutions-in-the-context-of-Internet-of-Things.pdf|25
99_j6WeWKcoJ|Effective_ways_to_use_Internet_of_Things_in_the_field_of_medical_and_smart_health_care|Effective ways to use Internet of Things in the field of medical and smart health care|http://ieeexplore.ieee.org/abstract/document/7475151/|http://www.ieeeprojectsmadurai.com/2015-16%20IEEE%20PAPERS/embedded/Effective%20Ways%20to%20Use%20Internet%20of%20Things%20in%20the%20field%20of%20medical%20and%20Smart%20Health%20care.pdf|17
O2kjSP5BgAoJ|Acquisition_and_management_of_biomedical_data_using_Internet_of_Things_concepts|Acquisition and management of biomedical data using Internet of Things concepts|http://ieeexplore.ieee.org/abstract/document/7050625/||16
